,row,CUI Part,CUI Series,status,RECOM series,RECOM Series matches,vin_min,vin_max,vout_1,vout_2,isolation,num_outputs,RECOM_Artikelnummer,RECOM_Bezeichnung 1,RECOM_Inputvoltage,RECOM_Outputvoltage,RECOM_Isolation,RECOM_ProductgroupBezeichnung,score
0,2,PCN2-S5-D15-S,pcn2-s,,RKZE,113,4.5,5.5,15.0,-15.0,1000.0,2.0,10019106,RKZE-0515D,05,+/-15,3KV,RKZE,4.0
1,2,PCN2-S5-D15-S,pcn2-s,,RKZE,113,4.5,5.5,15.0,-15.0,1000.0,2.0,10019107,RKZE-0515D/H,05,+/-15,4KV,RKZE,4.0
2,2,PCN2-S5-D15-S,pcn2-s,,RKZE,113,4.5,5.5,15.0,-15.0,1000.0,2.0,10019108,RKZE-0515D/P,05,+/-15,3KV,RKZE,4.0
3,2,PCN2-S5-D15-S,pcn2-s,,RKZE,113,4.5,5.5,15.0,-15.0,1000.0,2.0,10019109,RKZE-0515D/HP,05,+/-15,4KV,RKZE,4.0
4,3,PCN2-S5-D12-S,pcn2-s,,RKZE,113,4.5,5.5,12.0,-12.0,1000.0,2.0,10019090,RKZE-0512D,05,+/-12,3KV,RKZE,4.0
5,3,PCN2-S5-D12-S,pcn2-s,,RKZE,113,4.5,5.5,12.0,-12.0,1000.0,2.0,10019091,RKZE-0512D/H,05,+/-12,4KV,RKZE,4.0
6,3,PCN2-S5-D12-S,pcn2-s,,RKZE,113,4.5,5.5,12.0,-12.0,1000.0,2.0,10019092,RKZE-0512D/P,05,+/-12,3KV,RKZE,4.0
7,3,PCN2-S5-D12-S,pcn2-s,,RKZE,113,4.5,5.5,12.0,-12.0,1000.0,2.0,10019093,RKZE-0512D/HP,05,+/-12,4KV,RKZE,4.0
8,4,PCN2-S5-D5-S,pcn2-s,,RKZE,113,4.5,5.5,5.0,-5.0,1000.0,2.0,10019074,RKZE-0505D,05,+/-05,3KV,RKZE,4.0
9,4,PCN2-S5-D5-S,pcn2-s,,RKZE,113,4.5,5.5,5.0,-5.0,1000.0,2.0,10019075,RKZE-0505D/H,05,+/-05,4KV,RKZE,4.0
10,4,PCN2-S5-D5-S,pcn2-s,,RKZE,113,4.5,5.5,5.0,-5.0,1000.0,2.0,10019076,RKZE-0505D/P,05,+/-05,3KV,RKZE,4.0
11,4,PCN2-S5-D5-S,pcn2-s,,RKZE,113,4.5,5.5,5.0,-5.0,1000.0,2.0,10019077,RKZE-0505D/HP,05,+/-05,4KV,RKZE,4.0
12,5,PCN2-S5-S15-S,pcn2-s,,RKZE,113,4.5,5.5,15.0,,1000.0,1.0,10019058,RKZE-0515S,05,15,3KV,RKZE,4.0
13,5,PCN2-S5-S15-S,pcn2-s,,RKZE,113,4.5,5.5,15.0,,1000.0,1.0,10019059,RKZE-0515S/H,05,15,4KV,RKZE,4.0
14,5,PCN2-S5-S15-S,pcn2-s,,RKZE,113,4.5,5.5,15.0,,1000.0,1.0,10019060,RKZE-0515S/P,05,15,3KV,RKZE,4.0
15,5,PCN2-S5-S15-S,pcn2-s,,RKZE,113,4.5,5.5,15.0,,1000.0,1.0,10019061,RKZE-0515S/HP,05,15,4KV,RKZE,4.0
16,6,PCN2-S5-S12-S,pcn2-s,,RKZE,113,4.5,5.5,12.0,,1000.0,1.0,10019042,RKZE-0512S,05,12,3KV,RKZE,4.0
17,6,PCN2-S5-S12-S,pcn2-s,,RKZE,113,4.5,5.5,12.0,,1000.0,1.0,10019043,RKZE-0512S/H,05,12,4KV,RKZE,4.0
18,6,PCN2-S5-S12-S,pcn2-s,,RKZE,113,4.5,5.5,12.0,,1000.0,1.0,10019044,RKZE-0512S/P,05,12,3KV,RKZE,4.0
19,6,PCN2-S5-S12-S,pcn2-s,,RKZE,113,4.5,5.5,12.0,,1000.0,1.0,10019045,RKZE-0512S/HP,05,12,4KV,RKZE,4.0
20,7,PCN2-S5-S5-S,pcn2-s,,RKZE,113,4.5,5.5,5.0,,1000.0,1.0,10019010,RKZE-0505S,05,05,3KV,RKZE,4.0
21,7,PCN2-S5-S5-S,pcn2-s,,RKZE,113,4.5,5.5,5.0,,1000.0,1.0,10019011,RKZE-0505S/H,05,05,4KV,RKZE,4.0
22,7,PCN2-S5-S5-S,pcn2-s,,RKZE,113,4.5,5.5,5.0,,1000.0,1.0,10019012,RKZE-0505S/P,05,05,3KV,RKZE,4.0
23,7,PCN2-S5-S5-S,pcn2-s,,RKZE,113,4.5,5.5,5.0,,1000.0,1.0,10019013,RKZE-0505S/HP,05,05,4KV,RKZE,4.0
24,8,PCSA1-S5-S15-S,pcsa1-s,,ROE,15,4.5,5.5,15.0,,1000.0,1.0,10018045,ROE-0515S,05,15,1KV,ROE,5.0
25,9,PCSA1-S5-S12-S,pcsa1-s,,ROE,15,4.5,5.5,12.0,,1000.0,1.0,10018044,ROE-0512S,05,12,1KV,ROE,5.0
26,10,PCSA1-S5-S5-S,pcsa1-s,,ROE,15,4.5,5.5,5.0,,1000.0,1.0,10016268,ROE-0505S,05,05,1KV,ROE,5.0
27,10,PCSA1-S5-S5-S,pcsa1-s,,ROE,15,4.5,5.5,5.0,,1000.0,1.0,10018225,CU-ROE-0505S,05,05,1KV,CU-ROE,5.0
28,10,PCSA1-S5-S5-S,pcsa1-s,,ROE,15,4.5,5.5,5.0,,1000.0,1.0,10018229,WE-ROE-0505S,05,05,1KV,WE-ROE,5.0
29,22,PCN1-S5-D15-S,pcn1-s,,RB,317,4.5,5.5,15.0,-15.0,1500.0,2.0,10001487,RB-0515D/H,05,+/-15,2KV,RB,4.0
30,22,PCN1-S5-D15-S,pcn1-s,,RB,317,4.5,5.5,15.0,-15.0,1500.0,2.0,10004263,RB-0515D/HP,05,+/-15,2KV,RB,4.0
31,23,PCN1-S5-D12-S,pcn1-s,,RB,317,4.5,5.5,12.0,-12.0,1500.0,2.0,10001486,RB-0512D/H,05,+/-12,2KV,RB,4.0
32,23,PCN1-S5-D12-S,pcn1-s,,RB,317,4.5,5.5,12.0,-12.0,1500.0,2.0,10005262,RB-0512D/HP,05,+/-12,2KV,RB,4.0
33,24,PCN1-S5-D5-S,pcn1-s,,RB,317,4.5,5.5,5.0,-5.0,1500.0,2.0,10001484,RB-0505D/H,05,+/-05,2KV,RB,4.0
34,24,PCN1-S5-D5-S,pcn1-s,,RB,317,4.5,5.5,5.0,-5.0,1500.0,2.0,10004744,RB-0505D/HP,05,+/-05,2KV,RB,4.0
35,25,PCN1-S5-S15-S,pcn1-s,,RB,317,4.5,5.5,15.0,,1500.0,1.0,10001462,RB-0515S/H,05,15,2KV,RB,4.0
36,25,PCN1-S5-S15-S,pcn1-s,,RB,317,4.5,5.5,15.0,,1500.0,1.0,10005263,RB-0515S/HP,05,15,2KV,RB,4.0
37,26,PCN1-S5-S12-S,pcn1-s,,RB,317,4.5,5.5,12.0,,1500.0,1.0,10001461,RB-0512S/H,05,12,2KV,RB,4.0
38,26,PCN1-S5-S12-S,pcn1-s,,RB,317,4.5,5.5,12.0,,1500.0,1.0,10005259,RB-0512S/HP,05,12,2KV,RB,4.0
39,27,PCN1-S5-S5-S,pcn1-s,,RB,317,4.5,5.5,5.0,,1500.0,1.0,10001459,RB-0505S/H,05,05,2KV,RB,4.0
40,27,PCN1-S5-S5-S,pcn1-s,,RB,317,4.5,5.5,5.0,,1500.0,1.0,10005273,RB-0505S/HP,05,05,2KV,RB,4.0
41,35,P78A03-0500,p78a-0500,,R-78E-0.5,11,6.0,28.0,3.3,,0.0,1.0,80000183,R-78E3.3-0.5,6-28,3.3,,R-78E-0.5,4.0
42,35,P78A03-0500,p78a-0500,,R-78E-0.5,11,6.0,28.0,3.3,,0.0,1.0,80000264,R-78E3.3-0.5/X9,6-28,3.3,,R-78E-0.5,4.0
43,36,P78A03-1000,p78a-1000,,R-78E-1.0,6,7.0,28.0,3.3,,0.0,1.0,80000197,R-78E3.3-1.0,7-28,3.3,,R-78E-1.0,4.0
44,37,P78A05-0500,p78a-0500,,R-78E-0.5,11,7.0,28.0,5.0,,0.0,1.0,80000046,R-78E5.0-0.5,7-28,5.0,,R-78E-0.5,4.0
45,37,P78A05-0500,p78a-0500,,R-78E-0.5,11,7.0,28.0,5.0,,0.0,1.0,80000265,R-78E5.0-0.5/X9,7-28,5.0,,R-78E-0.5,4.0
46,38,P78A05-1000,p78a-1000,,R-78E-1.0,6,8.0,28.0,5.0,,0.0,1.0,80000194,R-78E5.0-1.0,8-28,5.0,,R-78E-1.0,4.0
47,38,P78A05-1000,p78a-1000,,R-78E-1.0,6,8.0,28.0,5.0,,0.0,1.0,80000217,R-78E5.0-1.0/X0,8-28,5.0,,R-78E-1.0,4.0
48,38,P78A05-1000,p78a-1000,,R-78E-1.0,6,8.0,28.0,5.0,,0.0,1.0,80000259,R-78E5.0-1.0/X9,8-28,5.0,,R-78E-1.0,4.0
49,157,VHK150W-Q24-S28,vhk150w,,REC150H-UW,6,9.0,36.0,28.0,,1500.0,1.0,21000492,REC150H-4828SUW,9-75,28,2.5KV,REC150H-UW,2.0
50,158,VQE50W-Q24-S48,vqe50w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004463,RP75H-2448SRW/P,9-36,48,2.25KV,RP75H-RW,4.0
51,158,VQE50W-Q24-S48,vqe50w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004458,RP75H-2448SRW/N-HC,9-36,48,2.25KV,RP75H-RW,4.0
52,158,VQE50W-Q24-S48,vqe50w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004453,RP75H-2448SRW/N,9-36,48,2.25KV,RP75H-RW,4.0
53,158,VQE50W-Q24-S48,vqe50w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004468,RP75H-2448SRW/P-HC,9-36,48,2.25KV,RP75H-RW,4.0
54,159,VQE50W-Q24-S24,vqe50w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004457,RP75H-2424SRW/N-HC,9-36,24,2.25KV,RP75H-RW,4.0
55,159,VQE50W-Q24-S24,vqe50w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004462,RP75H-2424SRW/P,9-36,24,2.25KV,RP75H-RW,4.0
56,159,VQE50W-Q24-S24,vqe50w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004467,RP75H-2424SRW/P-HC,9-36,24,2.25KV,RP75H-RW,4.0
57,159,VQE50W-Q24-S24,vqe50w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004452,RP75H-2424SRW/N,9-36,24,2.25KV,RP75H-RW,4.0
58,159,VQE50W-Q24-S24,vqe50w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,21000408,KES-RP75H-2424SRW/P,9-36,24,2.25KV,KES-RP75H-RW,4.0
59,160,VQE50W-Q24-S15,vqe50w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004466,RP75H-2415SRW/P-HC,9-36,15,2.25KV,RP75H-RW,4.0
60,160,VQE50W-Q24-S15,vqe50w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004456,RP75H-2415SRW/N-HC,9-36,15,2.25KV,RP75H-RW,4.0
61,160,VQE50W-Q24-S15,vqe50w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004461,RP75H-2415SRW/P,9-36,15,2.25KV,RP75H-RW,4.0
62,160,VQE50W-Q24-S15,vqe50w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004451,RP75H-2415SRW/N,9-36,15,2.25KV,RP75H-RW,4.0
63,161,VQE50W-Q24-S12,vqe50w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004460,RP75H-2412SRW/P,9-36,12,2.25KV,RP75H-RW,4.0
64,161,VQE50W-Q24-S12,vqe50w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004465,RP75H-2412SRW/P-HC,9-36,12,2.25KV,RP75H-RW,4.0
65,161,VQE50W-Q24-S12,vqe50w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004450,RP75H-2412SRW/N,9-36,12,2.25KV,RP75H-RW,4.0
66,161,VQE50W-Q24-S12,vqe50w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004455,RP75H-2412SRW/N-HC,9-36,12,2.25KV,RP75H-RW,4.0
67,162,VQE50W-Q24-S5,vqe50w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004459,RP75H-2405SRW/P,9-36,05,2.25KV,RP75H-RW,4.0
68,162,VQE50W-Q24-S5,vqe50w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004464,RP75H-2405SRW/P-HC,9-36,05,2.25KV,RP75H-RW,4.0
69,162,VQE50W-Q24-S5,vqe50w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004454,RP75H-2405SRW/N-HC,9-36,05,2.25KV,RP75H-RW,4.0
70,162,VQE50W-Q24-S5,vqe50w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004449,RP75H-2405SRW/N,9-36,05,2.25KV,RP75H-RW,4.0
71,164,VQB75W-Q24-S5,vqb75w,,RP90Q-RW,65,9.0,36.0,5.0,,1500.0,1.0,30004519,RP90Q-2405SRW/P,9-36,05,2.25KV,RP90Q-RW,4.0
72,164,VQB75W-Q24-S5,vqb75w,,RP90Q-RW,65,9.0,36.0,5.0,,1500.0,1.0,30004983,RP90Q-2405SRW/P/X6,9-36,05,3KV,RP90Q-RW,4.0
73,164,VQB75W-Q24-S5,vqb75w,,RP90Q-RW,65,9.0,36.0,5.0,,1500.0,1.0,30004524,RP90Q-2405SRW/P-HC,9-36,05,2.25KV,RP90Q-RW,4.0
74,164,VQB75W-Q24-S5,vqb75w,,RP90Q-RW,65,9.0,36.0,5.0,,1500.0,1.0,30004509,RP90Q-2405SRW/N,9-36,05,2.25KV,RP90Q-RW,4.0
75,164,VQB75W-Q24-S5,vqb75w,,RP90Q-RW,65,9.0,36.0,5.0,,1500.0,1.0,30004514,RP90Q-2405SRW/N-HC,9-36,05,2.25KV,RP90Q-RW,4.0
76,166,VQB75W-Q24-S24,vqb75w,,RP90Q-RW,65,9.0,36.0,24.0,,1500.0,1.0,30004522,RP90Q-2424SRW/P,9-36,24,2.25KV,RP90Q-RW,4.0
77,166,VQB75W-Q24-S24,vqb75w,,RP90Q-RW,65,9.0,36.0,24.0,,1500.0,1.0,30004527,RP90Q-2424SRW/P-HC,9-36,24,2.25KV,RP90Q-RW,4.0
78,166,VQB75W-Q24-S24,vqb75w,,RP90Q-RW,65,9.0,36.0,24.0,,1500.0,1.0,30004512,RP90Q-2424SRW/N,9-36,24,2.25KV,RP90Q-RW,4.0
79,166,VQB75W-Q24-S24,vqb75w,,RP90Q-RW,65,9.0,36.0,24.0,,1500.0,1.0,30004517,RP90Q-2424SRW/N-HC,9-36,24,2.25KV,RP90Q-RW,4.0
80,166,VQB75W-Q24-S24,vqb75w,,RP90Q-RW,65,9.0,36.0,24.0,,1500.0,1.0,30004982,KES-RP90Q-2424SRW/P,9-36,24,2.25KV,KES-RP90Q-RW,4.0
81,167,VQB75W-Q24-S15,vqb75w,,RP90Q-RW,65,9.0,36.0,15.0,,1500.0,1.0,30004521,RP90Q-2415SRW/P,9-36,15,2.25KV,RP90Q-RW,4.0
82,167,VQB75W-Q24-S15,vqb75w,,RP90Q-RW,65,9.0,36.0,15.0,,1500.0,1.0,30004526,RP90Q-2415SRW/P-HC,9-36,15,2.25KV,RP90Q-RW,4.0
83,167,VQB75W-Q24-S15,vqb75w,,RP90Q-RW,65,9.0,36.0,15.0,,1500.0,1.0,30004511,RP90Q-2415SRW/N,9-36,15,2.25KV,RP90Q-RW,4.0
84,167,VQB75W-Q24-S15,vqb75w,,RP90Q-RW,65,9.0,36.0,15.0,,1500.0,1.0,30004516,RP90Q-2415SRW/N-HC,9-36,15,2.25KV,RP90Q-RW,4.0
85,168,VQB75W-Q24-S12,vqb75w,,RP90Q-RW,65,9.0,36.0,12.0,,1500.0,1.0,30004520,RP90Q-2412SRW/P,9-36,12,2.25KV,RP90Q-RW,4.0
86,168,VQB75W-Q24-S12,vqb75w,,RP90Q-RW,65,9.0,36.0,12.0,,1500.0,1.0,30004525,RP90Q-2412SRW/P-HC,9-36,12,2.25KV,RP90Q-RW,4.0
87,168,VQB75W-Q24-S12,vqb75w,,RP90Q-RW,65,9.0,36.0,12.0,,1500.0,1.0,30004510,RP90Q-2412SRW/N,9-36,12,2.25KV,RP90Q-RW,4.0
88,168,VQB75W-Q24-S12,vqb75w,,RP90Q-RW,65,9.0,36.0,12.0,,1500.0,1.0,30004515,RP90Q-2412SRW/N-HC,9-36,12,2.25KV,RP90Q-RW,4.0
89,169,VHK75W-Q24-S5,vhk75w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004459,RP75H-2405SRW/P,9-36,05,2.25KV,RP75H-RW,4.0
90,169,VHK75W-Q24-S5,vhk75w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004464,RP75H-2405SRW/P-HC,9-36,05,2.25KV,RP75H-RW,4.0
91,169,VHK75W-Q24-S5,vhk75w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004454,RP75H-2405SRW/N-HC,9-36,05,2.25KV,RP75H-RW,4.0
92,169,VHK75W-Q24-S5,vhk75w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004449,RP75H-2405SRW/N,9-36,05,2.25KV,RP75H-RW,4.0
93,170,VHK75W-Q24-S48,vhk75w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004463,RP75H-2448SRW/P,9-36,48,2.25KV,RP75H-RW,4.0
94,170,VHK75W-Q24-S48,vhk75w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004458,RP75H-2448SRW/N-HC,9-36,48,2.25KV,RP75H-RW,4.0
95,170,VHK75W-Q24-S48,vhk75w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004453,RP75H-2448SRW/N,9-36,48,2.25KV,RP75H-RW,4.0
96,170,VHK75W-Q24-S48,vhk75w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004468,RP75H-2448SRW/P-HC,9-36,48,2.25KV,RP75H-RW,4.0
97,172,VHK75W-Q24-S24,vhk75w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004457,RP75H-2424SRW/N-HC,9-36,24,2.25KV,RP75H-RW,4.0
98,172,VHK75W-Q24-S24,vhk75w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004462,RP75H-2424SRW/P,9-36,24,2.25KV,RP75H-RW,4.0
99,172,VHK75W-Q24-S24,vhk75w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004467,RP75H-2424SRW/P-HC,9-36,24,2.25KV,RP75H-RW,4.0
100,172,VHK75W-Q24-S24,vhk75w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004452,RP75H-2424SRW/N,9-36,24,2.25KV,RP75H-RW,4.0
101,172,VHK75W-Q24-S24,vhk75w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,21000408,KES-RP75H-2424SRW/P,9-36,24,2.25KV,KES-RP75H-RW,4.0
102,173,VHK75W-Q24-S15,vhk75w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004466,RP75H-2415SRW/P-HC,9-36,15,2.25KV,RP75H-RW,4.0
103,173,VHK75W-Q24-S15,vhk75w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004456,RP75H-2415SRW/N-HC,9-36,15,2.25KV,RP75H-RW,4.0
104,173,VHK75W-Q24-S15,vhk75w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004461,RP75H-2415SRW/P,9-36,15,2.25KV,RP75H-RW,4.0
105,173,VHK75W-Q24-S15,vhk75w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004451,RP75H-2415SRW/N,9-36,15,2.25KV,RP75H-RW,4.0
106,174,VHK75W-Q24-S12,vhk75w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004460,RP75H-2412SRW/P,9-36,12,2.25KV,RP75H-RW,4.0
107,174,VHK75W-Q24-S12,vhk75w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004465,RP75H-2412SRW/P-HC,9-36,12,2.25KV,RP75H-RW,4.0
108,174,VHK75W-Q24-S12,vhk75w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004450,RP75H-2412SRW/N,9-36,12,2.25KV,RP75H-RW,4.0
109,174,VHK75W-Q24-S12,vhk75w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004455,RP75H-2412SRW/N-HC,9-36,12,2.25KV,RP75H-RW,4.0
110,175,VHK50W-Q24-S5,vhk50w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004459,RP75H-2405SRW/P,9-36,05,2.25KV,RP75H-RW,4.0
111,175,VHK50W-Q24-S5,vhk50w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004464,RP75H-2405SRW/P-HC,9-36,05,2.25KV,RP75H-RW,4.0
112,175,VHK50W-Q24-S5,vhk50w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004454,RP75H-2405SRW/N-HC,9-36,05,2.25KV,RP75H-RW,4.0
113,175,VHK50W-Q24-S5,vhk50w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004449,RP75H-2405SRW/N,9-36,05,2.25KV,RP75H-RW,4.0
114,176,VHK50W-Q24-S48,vhk50w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004463,RP75H-2448SRW/P,9-36,48,2.25KV,RP75H-RW,4.0
115,176,VHK50W-Q24-S48,vhk50w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004458,RP75H-2448SRW/N-HC,9-36,48,2.25KV,RP75H-RW,4.0
116,176,VHK50W-Q24-S48,vhk50w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004453,RP75H-2448SRW/N,9-36,48,2.25KV,RP75H-RW,4.0
117,176,VHK50W-Q24-S48,vhk50w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004468,RP75H-2448SRW/P-HC,9-36,48,2.25KV,RP75H-RW,4.0
118,179,VHK50W-Q24-S24,vhk50w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004457,RP75H-2424SRW/N-HC,9-36,24,2.25KV,RP75H-RW,4.0
119,179,VHK50W-Q24-S24,vhk50w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004462,RP75H-2424SRW/P,9-36,24,2.25KV,RP75H-RW,4.0
120,179,VHK50W-Q24-S24,vhk50w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004467,RP75H-2424SRW/P-HC,9-36,24,2.25KV,RP75H-RW,4.0
121,179,VHK50W-Q24-S24,vhk50w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004452,RP75H-2424SRW/N,9-36,24,2.25KV,RP75H-RW,4.0
122,179,VHK50W-Q24-S24,vhk50w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,21000408,KES-RP75H-2424SRW/P,9-36,24,2.25KV,KES-RP75H-RW,4.0
123,180,VHK50W-Q24-S15,vhk50w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004466,RP75H-2415SRW/P-HC,9-36,15,2.25KV,RP75H-RW,4.0
124,180,VHK50W-Q24-S15,vhk50w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004456,RP75H-2415SRW/N-HC,9-36,15,2.25KV,RP75H-RW,4.0
125,180,VHK50W-Q24-S15,vhk50w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004461,RP75H-2415SRW/P,9-36,15,2.25KV,RP75H-RW,4.0
126,180,VHK50W-Q24-S15,vhk50w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004451,RP75H-2415SRW/N,9-36,15,2.25KV,RP75H-RW,4.0
127,181,VHK50W-Q24-S12,vhk50w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004460,RP75H-2412SRW/P,9-36,12,2.25KV,RP75H-RW,4.0
128,181,VHK50W-Q24-S12,vhk50w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004465,RP75H-2412SRW/P-HC,9-36,12,2.25KV,RP75H-RW,4.0
129,181,VHK50W-Q24-S12,vhk50w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004450,RP75H-2412SRW/N,9-36,12,2.25KV,RP75H-RW,4.0
130,181,VHK50W-Q24-S12,vhk50w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004455,RP75H-2412SRW/N-HC,9-36,12,2.25KV,RP75H-RW,4.0
131,182,VHK150W-Q24-S48,vhk150w,,REC150H-UW,6,9.0,36.0,48.0,,1500.0,1.0,21000493,REC150H-4848SUW,9-75,48,2.5KV,REC150H-UW,2.0
132,183,VHK150W-Q24-S24,vhk150w,,REC150H-UW,6,9.0,36.0,24.0,,1500.0,1.0,21000491,REC150H-4824SUW,9-75,24,2.5KV,REC150H-UW,2.0
133,185,VHK150W-Q24-S12,vhk150w,,REC150H-UW,6,9.0,36.0,12.0,,1500.0,1.0,21000490,REC150H-4812SUW,9-75,12,2.5KV,REC150H-UW,2.0
134,186,VHK100W-Q24-S5,vhk100w,,RP100H-RW,63,9.0,36.0,5.0,,1500.0,1.0,30004579,RP100H-2405SRW/P,9-36,05,2.25KV,RP100H-RW,4.0
135,186,VHK100W-Q24-S5,vhk100w,,RP100H-RW,63,9.0,36.0,5.0,,1500.0,1.0,30004584,RP100H-2405SRW/P-HC,9-36,05,2.25KV,RP100H-RW,4.0
136,186,VHK100W-Q24-S5,vhk100w,,RP100H-RW,63,9.0,36.0,5.0,,1500.0,1.0,30004574,RP100H-2405SRW/N-HC,9-36,05,2.25KV,RP100H-RW,4.0
137,186,VHK100W-Q24-S5,vhk100w,,RP100H-RW,63,9.0,36.0,5.0,,1500.0,1.0,30004569,RP100H-2405SRW/N,9-36,05,2.25KV,RP100H-RW,4.0
138,187,VHK100W-Q24-S48,vhk100w,,RP100H-RW,63,9.0,36.0,48.0,,1500.0,1.0,30004573,RP100H-2448SRW/N,9-36,48,2.25KV,RP100H-RW,4.0
139,187,VHK100W-Q24-S48,vhk100w,,RP100H-RW,63,9.0,36.0,48.0,,1500.0,1.0,30004979,RP100H-2448SRW/P-ST,9-36,48,2.25KV,RP100H-RW,4.0
