,row,CUI Part,CUI Series,status,RECOM series,RECOM Series matches,vin_min,vin_max,vout_1,vout_2,isolation,num_outputs,RECOM_Artikelnummer,RECOM_Bezeichnung 1,RECOM_Inputvoltage,RECOM_Outputvoltage,RECOM_Isolation,RECOM_ProductgroupBezeichnung,score
140,187,VHK100W-Q24-S48,vhk100w,,RP100H-RW,63,9.0,36.0,48.0,,1500.0,1.0,30004578,RP100H-2448SRW/N-HC,9-36,48,2.25KV,RP100H-RW,4.0
141,187,VHK100W-Q24-S48,vhk100w,,RP100H-RW,63,9.0,36.0,48.0,,1500.0,1.0,30004583,RP100H-2448SRW/P,9-36,48,2.25KV,RP100H-RW,4.0
142,187,VHK100W-Q24-S48,vhk100w,,RP100H-RW,63,9.0,36.0,48.0,,1500.0,1.0,30004588,RP100H-2448SRW/P-HC,9-36,48,2.25KV,RP100H-RW,4.0
143,190,VHK100W-Q24-S24,vhk100w,,RP100H-RW,63,9.0,36.0,24.0,,1500.0,1.0,30004577,RP100H-2424SRW/N-HC,9-36,24,2.25KV,RP100H-RW,4.0
144,190,VHK100W-Q24-S24,vhk100w,,RP100H-RW,63,9.0,36.0,24.0,,1500.0,1.0,30004582,RP100H-2424SRW/P,9-36,24,2.25KV,RP100H-RW,4.0
145,190,VHK100W-Q24-S24,vhk100w,,RP100H-RW,63,9.0,36.0,24.0,,1500.0,1.0,21000411,RP100H-2424SRW/P-HC-X9,9-36,24,2.25KV,RP100H-RW,4.0
146,190,VHK100W-Q24-S24,vhk100w,,RP100H-RW,63,9.0,36.0,24.0,,1500.0,1.0,30004572,RP100H-2424SRW/N,9-36,24,2.25KV,RP100H-RW,4.0
147,190,VHK100W-Q24-S24,vhk100w,,RP100H-RW,63,9.0,36.0,24.0,,1500.0,1.0,30004587,RP100H-2424SRW/P-HC,9-36,24,2.25KV,RP100H-RW,4.0
148,191,VHK100W-Q24-S15,vhk100w,,RP100H-RW,63,9.0,36.0,15.0,,1500.0,1.0,30004581,RP100H-2415SRW/P,9-36,15,2.25KV,RP100H-RW,4.0
149,191,VHK100W-Q24-S15,vhk100w,,RP100H-RW,63,9.0,36.0,15.0,,1500.0,1.0,30004586,RP100H-2415SRW/P-HC,9-36,15,2.25KV,RP100H-RW,4.0
150,191,VHK100W-Q24-S15,vhk100w,,RP100H-RW,63,9.0,36.0,15.0,,1500.0,1.0,30004571,RP100H-2415SRW/N,9-36,15,2.25KV,RP100H-RW,4.0
151,191,VHK100W-Q24-S15,vhk100w,,RP100H-RW,63,9.0,36.0,15.0,,1500.0,1.0,30004576,RP100H-2415SRW/N-HC,9-36,15,2.25KV,RP100H-RW,4.0
152,192,VHK100W-Q24-S12,vhk100w,,RP100H-RW,63,9.0,36.0,12.0,,1500.0,1.0,30004575,RP100H-2412SRW/N-HC,9-36,12,2.25KV,RP100H-RW,4.0
153,192,VHK100W-Q24-S12,vhk100w,,RP100H-RW,63,9.0,36.0,12.0,,1500.0,1.0,30004580,RP100H-2412SRW/P,9-36,12,2.25KV,RP100H-RW,4.0
154,192,VHK100W-Q24-S12,vhk100w,,RP100H-RW,63,9.0,36.0,12.0,,1500.0,1.0,30004585,RP100H-2412SRW/P-HC,9-36,12,2.25KV,RP100H-RW,4.0
155,192,VHK100W-Q24-S12,vhk100w,,RP100H-RW,63,9.0,36.0,12.0,,1500.0,1.0,30004570,RP100H-2412SRW/N,9-36,12,2.25KV,RP100H-RW,4.0
156,193,VHB75W-Q24-S5,vhb75w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004459,RP75H-2405SRW/P,9-36,05,2.25KV,RP75H-RW,4.0
157,193,VHB75W-Q24-S5,vhb75w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004464,RP75H-2405SRW/P-HC,9-36,05,2.25KV,RP75H-RW,4.0
158,193,VHB75W-Q24-S5,vhb75w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004454,RP75H-2405SRW/N-HC,9-36,05,2.25KV,RP75H-RW,4.0
159,193,VHB75W-Q24-S5,vhb75w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004449,RP75H-2405SRW/N,9-36,05,2.25KV,RP75H-RW,4.0
160,194,VHB75W-Q24-S48,vhb75w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004463,RP75H-2448SRW/P,9-36,48,2.25KV,RP75H-RW,4.0
161,194,VHB75W-Q24-S48,vhb75w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004458,RP75H-2448SRW/N-HC,9-36,48,2.25KV,RP75H-RW,4.0
162,194,VHB75W-Q24-S48,vhb75w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004453,RP75H-2448SRW/N,9-36,48,2.25KV,RP75H-RW,4.0
163,194,VHB75W-Q24-S48,vhb75w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004468,RP75H-2448SRW/P-HC,9-36,48,2.25KV,RP75H-RW,4.0
164,196,VHB75W-Q24-S24,vhb75w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004457,RP75H-2424SRW/N-HC,9-36,24,2.25KV,RP75H-RW,4.0
165,196,VHB75W-Q24-S24,vhb75w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004462,RP75H-2424SRW/P,9-36,24,2.25KV,RP75H-RW,4.0
166,196,VHB75W-Q24-S24,vhb75w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004467,RP75H-2424SRW/P-HC,9-36,24,2.25KV,RP75H-RW,4.0
167,196,VHB75W-Q24-S24,vhb75w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004452,RP75H-2424SRW/N,9-36,24,2.25KV,RP75H-RW,4.0
168,196,VHB75W-Q24-S24,vhb75w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,21000408,KES-RP75H-2424SRW/P,9-36,24,2.25KV,KES-RP75H-RW,4.0
169,197,VHB75W-Q24-S15,vhb75w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004466,RP75H-2415SRW/P-HC,9-36,15,2.25KV,RP75H-RW,4.0
170,197,VHB75W-Q24-S15,vhb75w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004456,RP75H-2415SRW/N-HC,9-36,15,2.25KV,RP75H-RW,4.0
171,197,VHB75W-Q24-S15,vhb75w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004461,RP75H-2415SRW/P,9-36,15,2.25KV,RP75H-RW,4.0
172,197,VHB75W-Q24-S15,vhb75w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004451,RP75H-2415SRW/N,9-36,15,2.25KV,RP75H-RW,4.0
173,198,VHB75W-Q24-S12,vhb75w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004460,RP75H-2412SRW/P,9-36,12,2.25KV,RP75H-RW,4.0
174,198,VHB75W-Q24-S12,vhb75w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004465,RP75H-2412SRW/P-HC,9-36,12,2.25KV,RP75H-RW,4.0
175,198,VHB75W-Q24-S12,vhb75w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004450,RP75H-2412SRW/N,9-36,12,2.25KV,RP75H-RW,4.0
176,198,VHB75W-Q24-S12,vhb75w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004455,RP75H-2412SRW/N-HC,9-36,12,2.25KV,RP75H-RW,4.0
177,199,VHB50W-Q24-S5,vhb50w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004459,RP75H-2405SRW/P,9-36,05,2.25KV,RP75H-RW,4.0
178,199,VHB50W-Q24-S5,vhb50w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004464,RP75H-2405SRW/P-HC,9-36,05,2.25KV,RP75H-RW,4.0
179,199,VHB50W-Q24-S5,vhb50w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004454,RP75H-2405SRW/N-HC,9-36,05,2.25KV,RP75H-RW,4.0
180,199,VHB50W-Q24-S5,vhb50w,,RP75H-RW,64,9.0,36.0,5.0,,1500.0,1.0,30004449,RP75H-2405SRW/N,9-36,05,2.25KV,RP75H-RW,4.0
181,200,VHB50W-Q24-S48,vhb50w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004463,RP75H-2448SRW/P,9-36,48,2.25KV,RP75H-RW,4.0
182,200,VHB50W-Q24-S48,vhb50w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004458,RP75H-2448SRW/N-HC,9-36,48,2.25KV,RP75H-RW,4.0
183,200,VHB50W-Q24-S48,vhb50w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004453,RP75H-2448SRW/N,9-36,48,2.25KV,RP75H-RW,4.0
184,200,VHB50W-Q24-S48,vhb50w,,RP75H-RW,64,9.0,36.0,48.0,,1500.0,1.0,30004468,RP75H-2448SRW/P-HC,9-36,48,2.25KV,RP75H-RW,4.0
185,203,VHB50W-Q24-S24,vhb50w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004457,RP75H-2424SRW/N-HC,9-36,24,2.25KV,RP75H-RW,4.0
186,203,VHB50W-Q24-S24,vhb50w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004462,RP75H-2424SRW/P,9-36,24,2.25KV,RP75H-RW,4.0
187,203,VHB50W-Q24-S24,vhb50w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004467,RP75H-2424SRW/P-HC,9-36,24,2.25KV,RP75H-RW,4.0
188,203,VHB50W-Q24-S24,vhb50w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,30004452,RP75H-2424SRW/N,9-36,24,2.25KV,RP75H-RW,4.0
189,203,VHB50W-Q24-S24,vhb50w,,RP75H-RW,64,9.0,36.0,24.0,,1500.0,1.0,21000408,KES-RP75H-2424SRW/P,9-36,24,2.25KV,KES-RP75H-RW,4.0
190,204,VHB50W-Q24-S15,vhb50w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004466,RP75H-2415SRW/P-HC,9-36,15,2.25KV,RP75H-RW,4.0
191,204,VHB50W-Q24-S15,vhb50w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004456,RP75H-2415SRW/N-HC,9-36,15,2.25KV,RP75H-RW,4.0
192,204,VHB50W-Q24-S15,vhb50w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004461,RP75H-2415SRW/P,9-36,15,2.25KV,RP75H-RW,4.0
193,204,VHB50W-Q24-S15,vhb50w,,RP75H-RW,64,9.0,36.0,15.0,,1500.0,1.0,30004451,RP75H-2415SRW/N,9-36,15,2.25KV,RP75H-RW,4.0
194,205,VHB50W-Q24-S12,vhb50w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004460,RP75H-2412SRW/P,9-36,12,2.25KV,RP75H-RW,4.0
195,205,VHB50W-Q24-S12,vhb50w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004465,RP75H-2412SRW/P-HC,9-36,12,2.25KV,RP75H-RW,4.0
196,205,VHB50W-Q24-S12,vhb50w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004450,RP75H-2412SRW/N,9-36,12,2.25KV,RP75H-RW,4.0
197,205,VHB50W-Q24-S12,vhb50w,,RP75H-RW,64,9.0,36.0,12.0,,1500.0,1.0,30004455,RP75H-2412SRW/N-HC,9-36,12,2.25KV,RP75H-RW,4.0
198,207,VHB150W-Q24-S48,vhb150w,,REC150H-UW,6,9.0,36.0,48.0,,1500.0,1.0,21000493,REC150H-4848SUW,9-75,48,2.5KV,REC150H-UW,2.0
199,209,VHB150W-Q24-S28,vhb150w,,REC150H-UW,6,9.0,36.0,28.0,,1500.0,1.0,21000492,REC150H-4828SUW,9-75,28,2.5KV,REC150H-UW,2.0
200,210,VHB150W-Q24-S24,vhb150w,,REC150H-UW,6,9.0,36.0,24.0,,1500.0,1.0,21000491,REC150H-4824SUW,9-75,24,2.5KV,REC150H-UW,2.0
201,212,VHB150W-Q24-S12,vhb150w,,REC150H-UW,6,9.0,36.0,12.0,,1500.0,1.0,21000490,REC150H-4812SUW,9-75,12,2.5KV,REC150H-UW,2.0
202,265,VHK200W-Q24-S48,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,48.0,,1500.0,1.0,30004757,RP240H-2448SRW/N-HC,9-36,48,2.25KV,RP240H-RW,2.0
203,265,VHK200W-Q24-S48,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,48.0,,1500.0,1.0,30004762,RP240H-2448SRW/P,9-36,48,2.25KV,RP240H-RW,2.0
204,265,VHK200W-Q24-S48,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,48.0,,1500.0,1.0,30004752,RP240H-2448SRW/N,9-36,48,2.25KV,RP240H-RW,2.0
205,265,VHK200W-Q24-S48,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,48.0,,1500.0,1.0,30004767,RP240H-2448SRW/P-HC,9-36,48,2.25KV,RP240H-RW,2.0
206,265,VHK200W-Q24-S48,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,48.0,,1500.0,1.0,21000498,REC300H-2448SW,9-36,48,3KV,REC300H-W,2.0
207,267,VHK200W-Q24-S24,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,24.0,,1500.0,1.0,30004766,RP240H-2424SRW/P-HC,9-36,24,2.25KV,RP240H-RW,2.0
208,267,VHK200W-Q24-S24,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,24.0,,1500.0,1.0,30004751,RP240H-2424SRW/N,9-36,24,2.25KV,RP240H-RW,2.0
209,267,VHK200W-Q24-S24,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,24.0,,1500.0,1.0,30004761,RP240H-2424SRW/P,9-36,24,2.25KV,RP240H-RW,2.0
210,267,VHK200W-Q24-S24,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,24.0,,1500.0,1.0,30004756,RP240H-2424SRW/N-HC,9-36,24,2.25KV,RP240H-RW,2.0
211,267,VHK200W-Q24-S24,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,24.0,,1500.0,1.0,21000497,REC300H-2424SW,9-36,24,3KV,REC300H-W,2.0
212,268,VHK200W-Q24-S15,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,15.0,,1500.0,1.0,30004765,RP240H-2415SRW/P-HC,9-36,15,2.25KV,RP240H-RW,2.0
213,268,VHK200W-Q24-S15,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,15.0,,1500.0,1.0,30004760,RP240H-2415SRW/P,9-36,15,2.25KV,RP240H-RW,2.0
214,268,VHK200W-Q24-S15,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,15.0,,1500.0,1.0,30004755,RP240H-2415SRW/N-HC,9-36,15,2.25KV,RP240H-RW,2.0
215,268,VHK200W-Q24-S15,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,15.0,,1500.0,1.0,30004750,RP240H-2415SRW/N,9-36,15,2.25KV,RP240H-RW,2.0
216,268,VHK200W-Q24-S15,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,15.0,,1500.0,1.0,21000496,REC300H-2415SW,9-36,15,3KV,REC300H-W,2.0
217,269,VHK200W-Q24-S12,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,12.0,,1500.0,1.0,30004764,RP240H-2412SRW/P-HC,9-36,12,2.25KV,RP240H-RW,2.0
218,269,VHK200W-Q24-S12,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,12.0,,1500.0,1.0,30004754,RP240H-2412SRW/N-HC,9-36,12,2.25KV,RP240H-RW,2.0
219,269,VHK200W-Q24-S12,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,12.0,,1500.0,1.0,30004759,RP240H-2412SRW/P,9-36,12,2.25KV,RP240H-RW,2.0
220,269,VHK200W-Q24-S12,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,12.0,,1500.0,1.0,30004749,RP240H-2412SRW/N,9-36,12,2.25KV,RP240H-RW,2.0
221,269,VHK200W-Q24-S12,vhk200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,12.0,,1500.0,1.0,21000495,REC300H-2412SW,9-36,12,3KV,REC300H-W,2.0
222,270,VHB200W-Q24-S5,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,5.0,,1500.0,1.0,30004748,RP240H-2405SRW/N,9-36,05,2.25KV,RP240H-RW,2.0
223,270,VHB200W-Q24-S5,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,5.0,,1500.0,1.0,30004763,RP240H-2405SRW/P-HC,9-36,05,2.25KV,RP240H-RW,2.0
224,270,VHB200W-Q24-S5,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,5.0,,1500.0,1.0,30004758,RP240H-2405SRW/P,9-36,05,2.25KV,RP240H-RW,2.0
225,270,VHB200W-Q24-S5,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,5.0,,1500.0,1.0,30004753,RP240H-2405SRW/N-HC,9-36,05,2.25KV,RP240H-RW,2.0
226,271,VHB200W-Q24-S48,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,48.0,,1500.0,1.0,30004757,RP240H-2448SRW/N-HC,9-36,48,2.25KV,RP240H-RW,2.0
227,271,VHB200W-Q24-S48,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,48.0,,1500.0,1.0,30004762,RP240H-2448SRW/P,9-36,48,2.25KV,RP240H-RW,2.0
228,271,VHB200W-Q24-S48,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,48.0,,1500.0,1.0,30004752,RP240H-2448SRW/N,9-36,48,2.25KV,RP240H-RW,2.0
229,271,VHB200W-Q24-S48,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,48.0,,1500.0,1.0,30004767,RP240H-2448SRW/P-HC,9-36,48,2.25KV,RP240H-RW,2.0
230,271,VHB200W-Q24-S48,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,48.0,,1500.0,1.0,21000498,REC300H-2448SW,9-36,48,3KV,REC300H-W,2.0
231,274,VHB200W-Q24-S24,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,24.0,,1500.0,1.0,30004766,RP240H-2424SRW/P-HC,9-36,24,2.25KV,RP240H-RW,2.0
232,274,VHB200W-Q24-S24,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,24.0,,1500.0,1.0,30004751,RP240H-2424SRW/N,9-36,24,2.25KV,RP240H-RW,2.0
233,274,VHB200W-Q24-S24,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,24.0,,1500.0,1.0,30004761,RP240H-2424SRW/P,9-36,24,2.25KV,RP240H-RW,2.0
234,274,VHB200W-Q24-S24,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,24.0,,1500.0,1.0,30004756,RP240H-2424SRW/N-HC,9-36,24,2.25KV,RP240H-RW,2.0
235,274,VHB200W-Q24-S24,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,24.0,,1500.0,1.0,21000497,REC300H-2424SW,9-36,24,3KV,REC300H-W,2.0
236,275,VHB200W-Q24-S15,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,15.0,,1500.0,1.0,30004765,RP240H-2415SRW/P-HC,9-36,15,2.25KV,RP240H-RW,2.0
237,275,VHB200W-Q24-S15,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,15.0,,1500.0,1.0,30004760,RP240H-2415SRW/P,9-36,15,2.25KV,RP240H-RW,2.0
238,275,VHB200W-Q24-S15,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,15.0,,1500.0,1.0,30004755,RP240H-2415SRW/N-HC,9-36,15,2.25KV,RP240H-RW,2.0
239,275,VHB200W-Q24-S15,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,15.0,,1500.0,1.0,30004750,RP240H-2415SRW/N,9-36,15,2.25KV,RP240H-RW,2.0
240,275,VHB200W-Q24-S15,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,15.0,,1500.0,1.0,21000496,REC300H-2415SW,9-36,15,3KV,REC300H-W,2.0
241,276,VHB200W-Q24-S12,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,12.0,,1500.0,1.0,30004764,RP240H-2412SRW/P-HC,9-36,12,2.25KV,RP240H-RW,2.0
242,276,VHB200W-Q24-S12,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,12.0,,1500.0,1.0,30004754,RP240H-2412SRW/N-HC,9-36,12,2.25KV,RP240H-RW,2.0
243,276,VHB200W-Q24-S12,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,12.0,,1500.0,1.0,30004759,RP240H-2412SRW/P,9-36,12,2.25KV,RP240H-RW,2.0
244,276,VHB200W-Q24-S12,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,12.0,,1500.0,1.0,30004749,RP240H-2412SRW/N,9-36,12,2.25KV,RP240H-RW,2.0
245,276,VHB200W-Q24-S12,vhb200w,,"RP240H-RW,REC300H-W",67,10.0,36.0,12.0,,1500.0,1.0,21000495,REC300H-2412SW,9-36,12,3KV,REC300H-W,2.0
246,280,PCN2-S12-D15-S,pcn2-s,,RKZE,113,10.8,13.2,15.0,-15.0,1000.0,2.0,10019110,RKZE-1215D,12,+/-15,3KV,RKZE,4.0
247,280,PCN2-S12-D15-S,pcn2-s,,RKZE,113,10.8,13.2,15.0,-15.0,1000.0,2.0,10019111,RKZE-1215D/H,12,+/-15,4KV,RKZE,4.0
248,280,PCN2-S12-D15-S,pcn2-s,,RKZE,113,10.8,13.2,15.0,-15.0,1000.0,2.0,10019112,RKZE-1215D/P,12,+/-15,3KV,RKZE,4.0
249,280,PCN2-S12-D15-S,pcn2-s,,RKZE,113,10.8,13.2,15.0,-15.0,1000.0,2.0,10019113,RKZE-1215D/HP,12,+/-15,4KV,RKZE,4.0
250,281,PCN2-S12-D12-S,pcn2-s,,RKZE,113,10.8,13.2,12.0,-12.0,1000.0,2.0,10019094,RKZE-1212D,12,+/-12,3KV,RKZE,4.0
251,281,PCN2-S12-D12-S,pcn2-s,,RKZE,113,10.8,13.2,12.0,-12.0,1000.0,2.0,10019095,RKZE-1212D/H,12,+/-12,4KV,RKZE,4.0
252,281,PCN2-S12-D12-S,pcn2-s,,RKZE,113,10.8,13.2,12.0,-12.0,1000.0,2.0,10019096,RKZE-1212D/P,12,+/-12,3KV,RKZE,4.0
253,281,PCN2-S12-D12-S,pcn2-s,,RKZE,113,10.8,13.2,12.0,-12.0,1000.0,2.0,10019097,RKZE-1212D/HP,12,+/-12,4KV,RKZE,4.0
254,282,PCN2-S12-D5-S,pcn2-s,,RKZE,113,10.8,13.2,5.0,-5.0,1000.0,2.0,10019078,RKZE-1205D,12,+/-05,3KV,RKZE,4.0
255,282,PCN2-S12-D5-S,pcn2-s,,RKZE,113,10.8,13.2,5.0,-5.0,1000.0,2.0,10019079,RKZE-1205D/H,12,+/-05,4KV,RKZE,4.0
256,282,PCN2-S12-D5-S,pcn2-s,,RKZE,113,10.8,13.2,5.0,-5.0,1000.0,2.0,10019080,RKZE-1205D/P,12,+/-05,3KV,RKZE,4.0
257,282,PCN2-S12-D5-S,pcn2-s,,RKZE,113,10.8,13.2,5.0,-5.0,1000.0,2.0,10019081,RKZE-1205D/HP,12,+/-05,4KV,RKZE,4.0
258,283,PCN2-S12-S15-S,pcn2-s,,RKZE,113,10.8,13.2,15.0,,1000.0,1.0,10019062,RKZE-1215S,12,15,3KV,RKZE,4.0
259,283,PCN2-S12-S15-S,pcn2-s,,RKZE,113,10.8,13.2,15.0,,1000.0,1.0,10019063,RKZE-1215S/H,12,15,4KV,RKZE,4.0
260,283,PCN2-S12-S15-S,pcn2-s,,RKZE,113,10.8,13.2,15.0,,1000.0,1.0,10019064,RKZE-1215S/P,12,15,3KV,RKZE,4.0
261,283,PCN2-S12-S15-S,pcn2-s,,RKZE,113,10.8,13.2,15.0,,1000.0,1.0,10019065,RKZE-1215S/HP,12,15,4KV,RKZE,4.0
262,284,PCN2-S12-S12-S,pcn2-s,,RKZE,113,10.8,13.2,12.0,,1000.0,1.0,10019046,RKZE-1212S,12,12,3KV,RKZE,4.0
263,284,PCN2-S12-S12-S,pcn2-s,,RKZE,113,10.8,13.2,12.0,,1000.0,1.0,10019047,RKZE-1212S/H,12,12,4KV,RKZE,4.0
264,284,PCN2-S12-S12-S,pcn2-s,,RKZE,113,10.8,13.2,12.0,,1000.0,1.0,10019048,RKZE-1212S/P,12,12,3KV,RKZE,4.0
265,284,PCN2-S12-S12-S,pcn2-s,,RKZE,113,10.8,13.2,12.0,,1000.0,1.0,10019049,RKZE-1212S/HP,12,12,4KV,RKZE,4.0
266,285,PCN2-S12-S5-S,pcn2-s,,RKZE,113,10.8,13.2,5.0,,1000.0,1.0,10019014,RKZE-1205S,12,05,3KV,RKZE,4.0
267,285,PCN2-S12-S5-S,pcn2-s,,RKZE,113,10.8,13.2,5.0,,1000.0,1.0,10019015,RKZE-1205S/H,12,05,4KV,RKZE,4.0
268,285,PCN2-S12-S5-S,pcn2-s,,RKZE,113,10.8,13.2,5.0,,1000.0,1.0,10019016,RKZE-1205S/P,12,05,3KV,RKZE,4.0
269,285,PCN2-S12-S5-S,pcn2-s,,RKZE,113,10.8,13.2,5.0,,1000.0,1.0,10019017,RKZE-1205S/HP,12,05,4KV,RKZE,4.0
270,290,PCSA1-S12-S5-S,pcsa1-s,,ROE,15,10.8,13.2,5.0,,1000.0,1.0,10018046,ROE-1205S,12,05,1KV,ROE,5.0
